,cv_name,validation_score,train_size,dim,noise_corr,sep,score_error,score_sem
0,loo,0.7247,100.0,300.0,0.0,5.0,0.0753,0.04
1,100 splits,0.7247,100.0,300.0,0.0,5.0,0.0623,0.00571445535462
0,loo,0.734,100.0,300.0,0.0,5.0,0.016,0.0433012701892
1,100 splits,0.734,100.0,300.0,0.0,5.0,-0.012,0.00561960852729
0,loo,0.669,100.0,300.0,0.0,5.0,-0.019,0.0476969600708
1,100 splits,0.669,100.0,300.0,0.0,5.0,-0.04575,0.00658480732444
0,loo,0.6974,100.0,300.0,0.0,5.0,0.0526,0.0433012701892
1,100 splits,0.6974,100.0,300.0,0.0,5.0,0.0366,0.00563205113613
0,loo,0.6975,100.0,300.0,0.0,5.0,0.0325,0.0443959457608
1,100 splits,0.6975,100.0,300.0,0.0,5.0,-0.0485,0.00694586207753
0,loo,0.7197,100.0,300.0,0.0,5.0,0.0803,0.04
1,100 splits,0.7197,100.0,300.0,0.0,5.0,0.0713,0.0055986605541
0,loo,0.6935,100.0,300.0,0.0,5.0,0.0265,0.0448998886413
1,100 splits,0.6935,100.0,300.0,0.0,5.0,0.00925,0.0057575765301
0,loo,0.6915,100.0,300.0,0.0,5.0,-0.0215,0.047021271782
1,100 splits,0.6915,100.0,300.0,0.0,5.0,-0.02475,0.00625777016996
0,loo,0.7055,100.0,300.0,0.0,5.0,0.0545,0.0427083130081
1,100 splits,0.7055,100.0,300.0,0.0,5.0,0.0005,0.00528630305601
0,loo,0.7266,100.0,300.0,0.0,5.0,-0.0066,0.0448998886413
1,100 splits,0.7266,100.0,300.0,0.0,5.0,-0.01335,0.00582534870201
0,loo,0.6998,100.0,300.0,0.0,5.0,0.0202,0.0448998886413
1,100 splits,0.6998,100.0,300.0,0.0,5.0,0.0072,0.00630515661978
0,loo,0.7264,100.0,300.0,0.0,5.0,-0.0164,0.0453762052182
1,100 splits,0.7264,100.0,300.0,0.0,5.0,-0.01715,0.00621568077527
0,loo,0.7091,100.0,300.0,0.0,5.0,0.1209,0.037563279942
